start_time,end_time,duration_seconds,total_energy_kwh,region,carbon_intensity_gco2_per_kwh,emissions_gco2eq
2026-02-28T14:23:01.470067,2026-02-28T14:23:21.510420,20.04,1.5e-05,US,355,0.0054
